PG.UniProtIds,gene_name,ProteinName,PG.ProteinNames,modification,cellline,condition,mean_ks,sd_ks,se_ks,mean_l2fc,sd_l2fc,se_l2fc,,,,,,
Q5JRX3,PITRM1,pitrilysin metallopeptidase 1,PREP_HUMAN,GCN2 KO,293T,−Leu,0.01033,NA,NA,-2.479979766,NA,NA,,,,,,
Q5JRX3,PITRM1,pitrilysin metallopeptidase 1,PREP_HUMAN,WT,293T,Rich,0.05401,NA,NA,0,NA,NA,,,,,,
Q5JRX3,PITRM1,pitrilysin metallopeptidase 1,PREP_HUMAN,WT,293T,−Leu,0.01367,NA,NA,-1.982213305,NA,NA,,,,,,
Q5JTH9,RRP12,ribosomal RNA processing 12 homolog,RRP12_HUMAN,GCN2 KO,293T,Rich,0.0588,0.02959949,0.017089273,0,0,0,,,,,,
Q5JTH9,RRP12,ribosomal RNA processing 12 homolog,RRP12_HUMAN,GCN2 KO,293T,−Leu,0.007509,0.003819791,0.002205357,-2.971343211,0.008772945,0.005065062,,,,,,
Q5JTH9,RRP12,ribosomal RNA processing 12 homolog,RRP12_HUMAN,WT,293T,Rich,0.0903,NA,NA,0,NA,NA,,,,,,
Q5JTH9,RRP12,ribosomal RNA processing 12 homolog,RRP12_HUMAN,WT,293T,−Leu,0.007065,NA,NA,-3.675964522,NA,NA,,,,,,
Q5T3I0,Q5T3I0,NA,GPTC4_HUMAN,GCN2 KO,293T,Rich,0.1017,NA,NA,0,NA,NA,,,,,,
Q5T3I0,Q5T3I0,NA,GPTC4_HUMAN,GCN2 KO,293T,−Leu,0.02461,NA,NA,-2.047003116,NA,NA,,,,,,
Q5T4S7,UBR4,ubiquitin protein ligase E3 component n-recognin 4,UBR4_HUMAN,GCN2 KO,293T,Rich,0.03348,NA,NA,0,NA,NA,,,,,,
Q5T4S7,UBR4,ubiquitin protein ligase E3 component n-recognin 4,UBR4_HUMAN,GCN2 KO,293T,−Leu,0.005655,NA,NA,-2.565700599,NA,NA,,,,,,
Q5T4S7,UBR4,ubiquitin protein ligase E3 component n-recognin 4,UBR4_HUMAN,WT,293T,Rich,0.09847,NA,NA,0,NA,NA,,,,,,
Q5T4S7,UBR4,ubiquitin protein ligase E3 component n-recognin 4,UBR4_HUMAN,WT,293T,−Arg,0.01669,NA,NA,-2.560700303,NA,NA,,,,,,
Q5T8P6,RBM26,RNA binding motif protein 26,RBM26_HUMAN,WT,293T,Rich,0.09259,NA,NA,0,NA,NA,,,,,,
Q5T8P6,RBM26,RNA binding motif protein 26,RBM26_HUMAN,WT,293T,−Arg,0.003215,NA,NA,-4.847965744,NA,NA,,,,,,
Q5T8P6,RBM26,RNA binding motif protein 26,RBM26_HUMAN,WT,293T,−Leu,0.01647,NA,NA,-2.491015831,NA,NA,,,,,,
Q5UIP0,RIF1,replication timing regulatory factor 1,RIF1_HUMAN,WT,293T,Rich,0.12465,0.01251579,0.007225995,0,0,0,,,,,,
Q5UIP0,RIF1,replication timing regulatory factor 1,RIF1_HUMAN,WT,293T,−Leu,0.031915,0.013795653,0.007964924,-2.032682102,0.499109009,0.288160721,,,,,,
Q6P1J9,CDC73,cell division cycle 73,CDC73_HUMAN,GCN2 KO,293T,Rich,0.08345,NA,NA,0,NA,NA,,,,,,
Q6P1J9,CDC73,cell division cycle 73,CDC73_HUMAN,GCN2 KO,293T,−Leu,0.01903,NA,NA,-2.132636488,NA,NA,,,,,,
Q6P1J9,CDC73,cell division cycle 73,CDC73_HUMAN,WT,293T,Rich,0.08025,0.020916219,0.012075984,0,0,0,,,,,,
Q6P1J9,CDC73,cell division cycle 73,CDC73_HUMAN,WT,293T,−Arg,0.01954,NA,NA,-2.282104369,NA,NA,,,,,,
Q6P1J9,CDC73,cell division cycle 73,CDC73_HUMAN,WT,293T,−Leu,0.01878,0.004850753,0.002800583,-2.094850195,0.757234975,0.437189816,,,,,,
Q6P2E9,EDC4,enhancer of mRNA decapping 4,EDC4_HUMAN,GCN2 KO,293T,Rich,0.1015,NA,NA,0,NA,NA,,,,,,
Q6P2E9,EDC4,enhancer of mRNA decapping 4,EDC4_HUMAN,GCN2 KO,293T,−Leu,0.01054,NA,NA,-3.267532955,NA,NA,,,,,,
Q6P2E9,EDC4,enhancer of mRNA decapping 4,EDC4_HUMAN,WT,293T,Rich,0.089445,0.023553727,0.013598751,0,0,0,,,,,,
Q6P2E9,EDC4,enhancer of mRNA decapping 4,EDC4_HUMAN,WT,293T,−Arg,0.024605,0.016228101,0.009369298,-2.01351338,0.646804669,0.37343285,,,,,,
Q6P2E9,EDC4,enhancer of mRNA decapping 4,EDC4_HUMAN,WT,293T,−Leu,0.018075,0.007389266,0.004266195,-2.344497351,0.222702651,0.128577435,,,,,,
Q6P2Q9,PRPF8,pre-mRNA processing factor 8,PRP8_HUMAN,GCN2 KO,293T,Rich,0.0847,0.023744338,0.0137088,0,0,0,,,,,,
Q6P2Q9,PRPF8,pre-mRNA processing factor 8,PRP8_HUMAN,GCN2 KO,293T,−Arg,0.014346667,0.004095856,0.002364743,-2.55798471,0.644904038,0.37233552,,,,,,
Q6P2Q9,PRPF8,pre-mRNA processing factor 8,PRP8_HUMAN,GCN2 KO,293T,−Leu,0.01819,0.008519689,0.004918845,-2.286434899,0.438516156,0.253177421,,,,,,
Q6P2Q9,PRPF8,pre-mRNA processing factor 8,PRP8_HUMAN,WT,293T,Rich,0.133563333,0.061650572,0.035593974,0,0,0,,,,,,
Q6P2Q9,PRPF8,pre-mRNA processing factor 8,PRP8_HUMAN,WT,293T,−Arg,0.019416667,0.008036444,0.004639843,-2.770682558,0.267346433,0.154352535,,,,,,
Q6P2Q9,PRPF8,pre-mRNA processing factor 8,PRP8_HUMAN,WT,293T,−Leu,0.0176,8.34E-04,4.82E-04,-2.479324397,0.602799645,0.348026537,,,,,,
Q6PI48,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",SYDM_HUMAN,GCN2 KO,293T,Rich,0.037405,0.001025305,5.92E-04,0,0,0,,,,,,
Q6PI48,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",SYDM_HUMAN,GCN2 KO,293T,−Leu,0.0053325,0.001115107,6.44E-04,-2.826023078,0.264367173,0.152632458,,,,,,
Q6PJT7,ZC3H14,zinc finger CCCH-type containing 14,ZC3HE_HUMAN,GCN2 KO,293T,Rich,0.07689,NA,NA,0,NA,NA,,,,,,
Q6PJT7,ZC3H14,zinc finger CCCH-type containing 14,ZC3HE_HUMAN,GCN2 KO,293T,−Leu,0.01575,NA,NA,-2.287444151,NA,NA,,,,,,
Q6PKG0,LARP1,"La ribonucleoprotein 1, translational regulator",LARP1_HUMAN,GCN2 KO,293T,Rich,0.0708,NA,NA,0,NA,NA,,,,,,
Q6PKG0,LARP1,"La ribonucleoprotein 1, translational regulator",LARP1_HUMAN,GCN2 KO,293T,−Leu,0.01043,NA,NA,-2.763010202,NA,NA,,,,,,
Q6UB35,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,C1TM_HUMAN,GCN2 KO,293T,Rich,0.08904,NA,NA,0,NA,NA,,,,,,
Q6UB35,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,C1TM_HUMAN,GCN2 KO,293T,−Leu,0.006105,NA,NA,-3.866390392,NA,NA,,,,,,
Q6UB35,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,C1TM_HUMAN,WT,293T,Rich,0.138,NA,NA,0,NA,NA,,,,,,
Q6UB35,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,C1TM_HUMAN,WT,293T,−Arg,0.0267,NA,NA,-2.36975662,NA,NA,,,,,,
Q6UB35,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,C1TM_HUMAN,WT,293T,−Leu,0.0134,NA,NA,-3.364363361,NA,NA,,,,,,
Q71DI3,H3C14,H3 clustered histone 14,H32_HUMAN,GCN2 KO,293T,Rich,0.04874,NA,NA,0,NA,NA,,,,,,
Q71DI3,H3C14,H3 clustered histone 14,H32_HUMAN,GCN2 KO,293T,−Leu,0.01219,NA,NA,-1.999408125,NA,NA,,,,,,
Q7KZ85,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",SPT6H_HUMAN,GCN2 KO,293T,Rich,0.02836,NA,NA,0,NA,NA,,,,,,
Q7KZ85,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",SPT6H_HUMAN,GCN2 KO,293T,−Arg,0.006267,NA,NA,-2.178010634,NA,NA,,,,,,
Q7KZ85,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",SPT6H_HUMAN,GCN2 KO,293T,−Leu,0.02572,NA,NA,-0.14096689,NA,NA,,,,,,
Q7KZ85,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",SPT6H_HUMAN,WT,293T,Rich,0.045255,0.025717474,0.01484799,0,0,0,,,,,,
Q7KZ85,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",SPT6H_HUMAN,WT,293T,−Arg,0.02738,0.015598776,0.009005957,-0.72565753,0.002470238,0.001426193,,,,,,
Q7KZ85,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",SPT6H_HUMAN,WT,293T,−Leu,0.01659,NA,NA,-1.935078885,NA,NA,,,,,,
Q7KZF4,SND1,staphylococcal nuclease and tudor domain containing 1,SND1_HUMAN,GCN2 KO,293T,Rich,0.049026667,0.016685914,0.009633617,0,0,0,,,,,,
Q7KZF4,SND1,staphylococcal nuclease and tudor domain containing 1,SND1_HUMAN,GCN2 KO,293T,−Arg,0.006969,NA,NA,-3.283963005,NA,NA,,,,,,
Q7KZF4,SND1,staphylococcal nuclease and tudor domain containing 1,SND1_HUMAN,GCN2 KO,293T,−Leu,0.021603333,6.61E-04,3.82E-04,-1.130214273,0.435449382,0.251406818,,,,,,
Q7KZF4,SND1,staphylococcal nuclease and tudor domain containing 1,SND1_HUMAN,WT,293T,Rich,0.067816667,0.029670009,0.017129988,0,0,0,,,,,,
Q7KZF4,SND1,staphylococcal nuclease and tudor domain containing 1,SND1_HUMAN,WT,293T,−Arg,0.009278333,0.003072837,0.001774103,-2.829642248,1.09705799,0.633386726,,,,,,
Q7KZF4,SND1,staphylococcal nuclease and tudor domain containing 1,SND1_HUMAN,WT,293T,−Leu,0.01259,0.00337997,0.001951427,-2.390765344,1.280536591,0.739318145,,,,,,
Q7L014,DDX46,DEAD-box helicase 46,DDX46_HUMAN,GCN2 KO,293T,Rich,0.08602,0.019912127,0.011496272,0,0,0,,,,,,
Q7L014,DDX46,DEAD-box helicase 46,DDX46_HUMAN,GCN2 KO,293T,−Leu,0.026875,0.005550788,0.003204749,-1.674369862,0.036868344,0.021285948,,,,,,
Q7L014,DDX46,DEAD-box helicase 46,DDX46_HUMAN,WT,293T,Rich,0.1406,NA,NA,0,NA,NA,,,,,,
Q7L014,DDX46,DEAD-box helicase 46,DDX46_HUMAN,WT,293T,−Leu,0.01076,NA,NA,-3.707846611,NA,NA,,,,,,
Q7L0Y3,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",TM10C_HUMAN,GCN2 KO,293T,Rich,0.0696,NA,NA,0,NA,NA,,,,,,
Q7L0Y3,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",TM10C_HUMAN,GCN2 KO,293T,−Arg,0.001377,NA,NA,-5.659486841,NA,NA,,,,,,
Q7L1Q6,BZW1,basic leucine zipper and W2 domains 1,BZW1_HUMAN,GCN2 KO,293T,Rich,0.07972,NA,NA,0,NA,NA,,,,,,
Q7L1Q6,BZW1,basic leucine zipper and W2 domains 1,BZW1_HUMAN,GCN2 KO,293T,−Arg,0.007611,NA,NA,-3.388783785,NA,NA,,,,,,
Q7L1Q6,BZW1,basic leucine zipper and W2 domains 1,BZW1_HUMAN,GCN2 KO,293T,−Leu,0.01533,NA,NA,-2.378584013,NA,NA,,,,,,
Q7L1Q6,BZW1,basic leucine zipper and W2 domains 1,BZW1_HUMAN,WT,293T,Rich,0.1027,NA,NA,0,NA,NA,,,,,,
Q7L1Q6,BZW1,basic leucine zipper and W2 domains 1,BZW1_HUMAN,WT,293T,−Arg,0.013,NA,NA,-2.981852653,NA,NA,,,,,,
Q7L1Q6,BZW1,basic leucine zipper and W2 domains 1,BZW1_HUMAN,WT,293T,−Leu,0.008527,NA,NA,-3.590254115,NA,NA,,,,,,
Q7L2E3,DHX30,DExH-box helicase 30,DHX30_HUMAN,WT,293T,Rich,0.09587,NA,NA,0,NA,NA,,,,,,
Q7L2E3,DHX30,DExH-box helicase 30,DHX30_HUMAN,WT,293T,−Arg,0.01103,NA,NA,-3.119646641,NA,NA,,,,,,
Q7L2E3,DHX30,DExH-box helicase 30,DHX30_HUMAN,WT,293T,−Leu,0.00652,NA,NA,-3.878135563,NA,NA,,,,,,
Q7L2H7,EIF3M,eukaryotic translation initiation factor 3 subunit M,EIF3M_HUMAN,GCN2 KO,293T,Rich,0.078115,0.02847519,0.016440159,0,0,0,,,,,,
Q7L2H7,EIF3M,eukaryotic translation initiation factor 3 subunit M,EIF3M_HUMAN,GCN2 KO,293T,−Arg,0.01683,NA,NA,-1.784520157,NA,NA,,,,,,
Q7L2H7,EIF3M,eukaryotic translation initiation factor 3 subunit M,EIF3M_HUMAN,GCN2 KO,293T,−Leu,0.018,NA,NA,-2.448460501,NA,NA,,,,,,
Q7L2H7,EIF3M,eukaryotic translation initiation factor 3 subunit M,EIF3M_HUMAN,WT,293T,Rich,0.091265,0.035829101,0.020685941,0,0,0,,,,,,
Q7L2H7,EIF3M,eukaryotic translation initiation factor 3 subunit M,EIF3M_HUMAN,WT,293T,−Arg,0.010007,0.001050761,6.07E-04,-3.135193573,0.429872345,0.248186914,,,,,,
Q7L2H7,EIF3M,eukaryotic translation initiation factor 3 subunit M,EIF3M_HUMAN,WT,293T,−Leu,0.0207995,0.017197544,0.009929007,-2.377389247,0.784336426,0.452836847,,,,,,
Q7L5N1,COPS6,COP9 signalosome subunit 6,CSN6_HUMAN,GCN2 KO,293T,Rich,0.084993333,0.016900457,0.009757483,0,0,0,,,,,,
Q7L5N1,COPS6,COP9 signalosome subunit 6,CSN6_HUMAN,GCN2 KO,293T,−Leu,0.0137,0.003810354,0.002199909,-2.651815609,0.120222954,0.069410755,,,,,,
Q7L5N1,COPS6,COP9 signalosome subunit 6,CSN6_HUMAN,WT,293T,Rich,0.112975,0.043027448,0.024841908,0,0,0,,,,,,
Q7L5N1,COPS6,COP9 signalosome subunit 6,CSN6_HUMAN,WT,293T,−Arg,0.0079805,0.003082278,0.001779554,-3.824983704,1.135070278,0.655333131,,,,,,
Q7L5N1,COPS6,COP9 signalosome subunit 6,CSN6_HUMAN,WT,293T,−Leu,0.008799,0.004710745,0.00271975,-3.739788318,1.376170727,0.79453254,,,,,,
Q7Z2W4,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1",ZCCHV_HUMAN,GCN2 KO,293T,Rich,0.08595,0.050558135,0.029189753,0,0,0,,,,,,
Q7Z2W4,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1",ZCCHV_HUMAN,GCN2 KO,293T,−Leu,0.027895,0.006767012,0.003906936,-1.508009692,1.256854459,0.72564526,,,,,,
Q7Z2W4,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1",ZCCHV_HUMAN,WT,293T,Rich,0.08227,0.029254058,0.016889838,0,0,0,,,,,,
Q7Z2W4,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1",ZCCHV_HUMAN,WT,293T,−Leu,0.020873333,0.003142457,0.001814298,-1.927651496,0.390594998,0.225510127,,,,,,
Q7Z2Z2,EFL1,elongation factor like GTPase 1,EFL1_HUMAN,GCN2 KO,293T,Rich,0.08072,NA,NA,0,NA,NA,,,,,,
Q7Z2Z2,EFL1,elongation factor like GTPase 1,EFL1_HUMAN,GCN2 KO,293T,−Arg,0.01647,NA,NA,-2.293085619,NA,NA,,,,,,
Q7Z2Z2,EFL1,elongation factor like GTPase 1,EFL1_HUMAN,GCN2 KO,293T,−Leu,0.1206,NA,NA,0.579231828,NA,NA,,,,,,
Q7Z417,NUFIP2,nuclear FMR1 interacting protein 2,NUFP2_HUMAN,GCN2 KO,293T,Rich,0.03315,NA,NA,0,NA,NA,,,,,,
Q7Z417,NUFIP2,nuclear FMR1 interacting protein 2,NUFP2_HUMAN,GCN2 KO,293T,−Arg,0.01273,NA,NA,-1.380776451,NA,NA,,,,,,
Q7Z417,NUFIP2,nuclear FMR1 interacting protein 2,NUFP2_HUMAN,GCN2 KO,293T,−Leu,0.01796,NA,NA,-0.88422152,NA,NA,,,,,,
Q7Z417,NUFIP2,nuclear FMR1 interacting protein 2,NUFP2_HUMAN,WT,293T,Rich,0.088,0.038466609,0.022208707,0,0,0,,,,,,
Q7Z417,NUFIP2,nuclear FMR1 interacting protein 2,NUFP2_HUMAN,WT,293T,−Arg,0.01479,0.006590235,0.003804874,-2.575867903,0.013532958,0.007813257,,,,,,
Q7Z417,NUFIP2,nuclear FMR1 interacting protein 2,NUFP2_HUMAN,WT,293T,−Leu,0.02022,0.0075519,0.004360092,-2.101438886,0.100044422,0.057760674,,,,,,
Q7Z4Q2,HEATR3,HEAT repeat containing 3,HEAT3_HUMAN,GCN2 KO,293T,Rich,0.01891,NA,NA,0,NA,NA,,,,,,
Q7Z4Q2,HEATR3,HEAT repeat containing 3,HEAT3_HUMAN,GCN2 KO,293T,−Leu,2.46E-04,NA,NA,-6.262003297,NA,NA,,,,,,
Q7Z4V5,HDGFL2,HDGF like 2,HDGR2_HUMAN,GCN2 KO,293T,Rich,0.062295,0.039449487,0.022776172,0,0,0,,,,,,
Q7Z4V5,HDGFL2,HDGF like 2,HDGR2_HUMAN,GCN2 KO,293T,−Leu,0.016455,0.003896158,0.002249448,-1.779671317,1.328116624,0.76678849,,,,,,
Q7Z4V5,HDGFL2,HDGF like 2,HDGR2_HUMAN,WT,293T,Rich,0.08423,NA,NA,0,NA,NA,,,,,,
Q7Z4V5,HDGFL2,HDGF like 2,HDGR2_HUMAN,WT,293T,−Leu,0.01113,NA,NA,-2.919880573,NA,NA,,,,,,
Q7Z6Z7,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",HUWE1_HUMAN,GCN2 KO,293T,Rich,0.06961,0.034252252,0.019775547,0,0,0,,,,,,
Q7Z6Z7,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",HUWE1_HUMAN,GCN2 KO,293T,−Leu,0.011744,0.003742009,0.00216045,-2.511867911,0.273105516,0.157677543,,,,,,
Q7Z6Z7,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",HUWE1_HUMAN,WT,293T,Rich,0.0663,0.014934095,0.008622204,0,0,0,,,,,,
Q7Z6Z7,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",HUWE1_HUMAN,WT,293T,−Arg,0.005653,NA,NA,-3.3016244,NA,NA,,,,,,
Q7Z6Z7,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",HUWE1_HUMAN,WT,293T,−Leu,0.01067,NA,NA,-2.8486728,NA,NA,,,,,,
Q7Z739,YTHDF3,YTH N6-methyladenosine RNA binding protein 3,YTHD3_HUMAN,WT,293T,Rich,0.1414,NA,NA,0,NA,NA,,,,,,
Q7Z739,YTHDF3,YTH N6-methyladenosine RNA binding protein 3,YTHD3_HUMAN,WT,293T,−Leu,0.0238,NA,NA,-2.570748642,NA,NA,,,,,,
Q86UE4,MTDH,metadherin,LYRIC_HUMAN,GCN2 KO,293T,Rich,0.05869,NA,NA,0,NA,NA,,,,,,
Q86UE4,MTDH,metadherin,LYRIC_HUMAN,GCN2 KO,293T,−Leu,0.02627,NA,NA,-1.159698508,NA,NA,,,,,,
Q86UP2,KTN1,kinectin 1,KTN1_HUMAN,GCN2 KO,293T,Rich,0.061743333,0.021813575,0.012594073,0,0,0,,,,,,
Q86UP2,KTN1,kinectin 1,KTN1_HUMAN,GCN2 KO,293T,−Arg,0.002952,NA,NA,-4.685855085,NA,NA,,,,,,
Q86UP2,KTN1,kinectin 1,KTN1_HUMAN,GCN2 KO,293T,−Leu,0.011825,0.004094994,0.002364246,-2.371684957,0.789647998,0.455903484,,,,,,
Q86UP2,KTN1,kinectin 1,KTN1_HUMAN,WT,293T,Rich,0.100273333,0.040709704,0.023503759,0,0,0,,,,,,
Q86UP2,KTN1,kinectin 1,KTN1_HUMAN,WT,293T,−Arg,0.01162,NA,NA,-3.090964176,NA,NA,,,,,,
Q86UP2,KTN1,kinectin 1,KTN1_HUMAN,WT,293T,−Leu,0.007785,0.00216582,0.001250437,-3.64153758,0.200434709,0.115721033,,,,,,
Q86V81,ALYREF,Aly/REF export factor,THOC4_HUMAN,GCN2 KO,293T,Rich,0.06483,0.029519382,0.017043023,0,0,0,,,,,,
Q86V81,ALYREF,Aly/REF export factor,THOC4_HUMAN,GCN2 KO,293T,−Arg,0.002777,NA,NA,-3.716297382,NA,NA,,,,,,
Q86V81,ALYREF,Aly/REF export factor,THOC4_HUMAN,GCN2 KO,293T,−Leu,0.029796667,0.007644536,0.004413575,-1.050194476,0.370968646,0.214178847,,,,,,
Q86V81,ALYREF,Aly/REF export factor,THOC4_HUMAN,WT,293T,Rich,0.068465,0.025180072,0.014537722,0,0,0,,,,,,
Q86V81,ALYREF,Aly/REF export factor,THOC4_HUMAN,WT,293T,−Leu,0.015515,0.002948635,0.001702395,-2.10433565,0.267212651,0.154275296,,,,,,
Q86VP6,CAND1,cullin associated and neddylation dissociated 1,CAND1_HUMAN,GCN2 KO,293T,Rich,0.05106,0.003196123,0.001845282,0,0,0,,,,,,
Q86VP6,CAND1,cullin associated and neddylation dissociated 1,CAND1_HUMAN,GCN2 KO,293T,−Arg,0.001247,NA,NA,-5.290347778,NA,NA,,,,,,
Q86VP6,CAND1,cullin associated and neddylation dissociated 1,CAND1_HUMAN,GCN2 KO,293T,−Leu,0.0109055,0.002509522,0.001448873,-2.245079205,0.244598375,0.141218938,,,,,,
Q86VP6,CAND1,cullin associated and neddylation dissociated 1,CAND1_HUMAN,WT,293T,Rich,0.06524,0.009053281,0.005226914,0,0,0,,,,,,
Q86VP6,CAND1,cullin associated and neddylation dissociated 1,CAND1_HUMAN,WT,293T,−Arg,0.007438,0.003342034,0.001929524,-3.213037601,0.414689067,0.239420844,,,,,,
Q86VP6,CAND1,cullin associated and neddylation dissociated 1,CAND1_HUMAN,WT,293T,−Leu,0.015101667,0.008942193,0.005162777,-2.33915322,1.059919403,0.611944753,,,,,,
Q8IWA0,WDR75,WD repeat domain 75,WDR75_HUMAN,GCN2 KO,293T,Rich,0.08818,NA,NA,0,NA,NA,,,,,,
Q8IWA0,WDR75,WD repeat domain 75,WDR75_HUMAN,GCN2 KO,293T,−Arg,0.006189,NA,NA,-3.83267325,NA,NA,,,,,,
Q8IWA0,WDR75,WD repeat domain 75,WDR75_HUMAN,WT,293T,Rich,0.04934,NA,NA,0,NA,NA,,,,,,
Q8IWA0,WDR75,WD repeat domain 75,WDR75_HUMAN,WT,293T,−Arg,0.004892,NA,NA,-3.334261407,NA,NA,,,,,,
Q8IWS0,PHF6,PHD finger protein 6,PHF6_HUMAN,WT,293T,Rich,0.1323,NA,NA,0,NA,NA,,,,,,
Q8IWS0,PHF6,PHD finger protein 6,PHF6_HUMAN,WT,293T,−Leu,0.01155,NA,NA,-3.517848305,NA,NA,,,,,,
Q8IWX8,CHERP,calcium homeostasis endoplasmic reticulum protein,CHERP_HUMAN,GCN2 KO,293T,Rich,0.128405,0.0699965,0.040412498,0,0,0,,,,,,
Q8IWX8,CHERP,calcium homeostasis endoplasmic reticulum protein,CHERP_HUMAN,GCN2 KO,293T,−Arg,0.014345,0.001902117,0.001098188,-3.052422885,1.021147183,0.589559601,,,,,,
Q8IWX8,CHERP,calcium homeostasis endoplasmic reticulum protein,CHERP_HUMAN,WT,293T,Rich,0.1115,NA,NA,0,NA,NA,,,,,,
Q8IWX8,CHERP,calcium homeostasis endoplasmic reticulum protein,CHERP_HUMAN,WT,293T,−Leu,0.03391,NA,NA,-1.717261021,NA,NA,,,,,,
Q8IX12,CCAR1,cell division cycle and apoptosis regulator 1,CCAR1_HUMAN,WT,293T,Rich,0.067305,0.012254161,0.007074943,0,0,0,,,,,,
Q8IX12,CCAR1,cell division cycle and apoptosis regulator 1,CCAR1_HUMAN,WT,293T,−Leu,0.023185,0.003514321,0.002028994,-1.533800431,0.044612915,0.025757279,,,,,,
Q8IY81,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3,SPB1_HUMAN,GCN2 KO,293T,Rich,0.1289,NA,NA,0,NA,NA,,,,,,
Q8IY81,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3,SPB1_HUMAN,GCN2 KO,293T,−Arg,0.04707,NA,NA,-1.453372506,NA,NA,,,,,,
Q8IY81,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3,SPB1_HUMAN,GCN2 KO,293T,−Leu,0.04638,NA,NA,-1.474677539,NA,NA,,,,,,
Q8IY81,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3,SPB1_HUMAN,WT,293T,Rich,0.1024,NA,NA,0,NA,NA,,,,,,
Q8IY81,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3,SPB1_HUMAN,WT,293T,−Arg,0.01269,NA,NA,-3.012451741,NA,NA,,,,,,
Q8IY81,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3,SPB1_HUMAN,WT,293T,−Leu,0.009984,NA,NA,-3.358453971,NA,NA,,,,,,
Q8IYB3,SRRM1,serine and arginine repetitive matrix 1,SRRM1_HUMAN,GCN2 KO,293T,Rich,0.074805,0.044682078,0.025797209,0,0,0,,,,,,
Q8IYB3,SRRM1,serine and arginine repetitive matrix 1,SRRM1_HUMAN,GCN2 KO,293T,−Leu,0.0102745,0.001421992,8.21E-04,-2.729269402,0.718971716,0.415098514,,,,,,
Q8IYB3,SRRM1,serine and arginine repetitive matrix 1,SRRM1_HUMAN,WT,293T,Rich,0.09291,0.044889606,0.025917026,0,0,0,,,,,,
Q8IYB3,SRRM1,serine and arginine repetitive matrix 1,SRRM1_HUMAN,WT,293T,−Arg,0.003168,NA,NA,-4.81685437,NA,NA,,,,,,
Q8IYB3,SRRM1,serine and arginine repetitive matrix 1,SRRM1_HUMAN,WT,293T,−Leu,0.009058667,0.002108304,0.00121723,-3.261132337,0.589628941,0.340422428,,,,,,
Q8N163,CCAR2,cell cycle and apoptosis regulator 2,CCAR2_HUMAN,GCN2 KO,293T,Rich,0.06427,NA,NA,0,NA,NA,,,,,,
Q8N163,CCAR2,cell cycle and apoptosis regulator 2,CCAR2_HUMAN,GCN2 KO,293T,−Leu,0.01299,NA,NA,-2.306744042,NA,NA,,,,,,
Q8N163,CCAR2,cell cycle and apoptosis regulator 2,CCAR2_HUMAN,WT,293T,Rich,0.102833333,0.038751688,0.022373298,0,0,0,,,,,,
Q8N163,CCAR2,cell cycle and apoptosis regulator 2,CCAR2_HUMAN,WT,293T,−Arg,0.007304,NA,NA,-4.185510529,NA,NA,,,,,,
Q8N163,CCAR2,cell cycle and apoptosis regulator 2,CCAR2_HUMAN,WT,293T,−Leu,0.01552,0.009743931,0.005625661,-2.576920533,1.6658093,0.961755447,,,,,,
Q8N1F7,NUP93,nucleoporin 93,NUP93_HUMAN,GCN2 KO,293T,Rich,0.06925,0.020477812,0.01182287,0,0,0,,,,,,
Q8N1F7,NUP93,nucleoporin 93,NUP93_HUMAN,GCN2 KO,293T,−Arg,0.002299,NA,NA,-4.574307509,NA,NA,,,,,,
